Species,Genus,Subfamily,Family,Order,Class,Phylum,"Atlantic, Northwest",Common,BodyShape,Fresh,Brack,Saltwater,DemersPelag,DemersPelagRef,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,VerticalMove,VerticalMoveRef,LatMin,LatMax,LatRef,LongevityWild,LongevityWildRef,Length,LTypeMaxM,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,Mobility,MobilityRef,FecundityMin,FecundityMax,FecundityMean,FecundityType,FecundityRef,SpawningSeason,SpawnRef,LarvalStrategy,LarvalRef,LarvalLength,LLRef,MinPLD,MaxPLD,AvePLD,PLDRef,LarvalVertical,LVRef,MinDispersal,MaxDispersal,AverageDispersal,ADRef,Rafting,RaftingRef,Schooling,SchoolingRef,Notes,Comments,Website Link
Bathypterois dubius,Bathypterois,NA,Ipnopidae,Aulopiformes,Actinopterygii,Chordata,native,Mediterranean spiderfish,elongated,0,0,-1,bathydemersal,FB92876,NA,NA,260,2800,FB3397,2100,2300,FB32939,Yes,NA,6°N,NA,FB3590,NA,NA,20.5,SL,FB3590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,FB6688,,Found on continental slope and rise between temperatures of 12<b0>C to 4<b0>C (Ref. 3590).  Usually solitary; probably forms occasional aggregates.  Feeds on mysids and benthopelagic copepods.  Synchronously hermaphroditic (Ref. 6688).,
Caristius fasciatus,Caristius,Caristiinae,Caristiidae,Perciformes,Actinopterygii,Chordata,native,Greenland manefish,short and / or deep,0,0,-1,bathypelagic,FB6643,NA,NA,100,420,FB6643,100,420,NA,Yes,NA,56°S,76°N,FB92346,NA,NA,30,TL,FB6643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Minimum depth reported (Ref. 27121).  From catches of mature females and juveniles, spawning apparently occurs on the periphery of subtropical waters (in the Sargasso Sea, in the zone of the Gulf Stream and off the Azores) (Ref. 95096).",
Chauliodus sloani,Chauliodus,Chauliodontinae,Stomiidae,Stomiiformes,Actinopterygii,Chordata,native,Sloane's viperfish,elongated,0,0,-1,bathypelagic,FB74511,NA,NA,200,4700,FB74511,494,1000,FB28981,Yes,FB86779,56°S,70°N,FB4759,NA,NA,35,SL,FB559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,FB65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shoaling,FB4759,,"Inhabits deep oceanic waters to more than 1,000 m depth; may migrate to near-surface waters at night (Ref. 4759).  Up to depth of 1800 m (Ref. 47377).  Depth range 473-1192 m in the eastern Ionian Sea (Ref. 56504).  Meso- and bathypelagic from near the surface to 2800 m (Ref. 58302).  Oviparous (Ref. 5951).  Feeds on midwater fishes and crustaceans (Ref. 4759); mainly on myctophids (Ref. 5951).  Lipid content is 2.4 % in fresh body weight and wax ester is 7.2 % in total lipids (Ref. 9193).  Minimum depth from Ref. 58018.",
Chiasmodon niger,Chiasmodon,NA,Chiasmodontidae,Perciformes,Actinopterygii,Chordata,native,Black swallower,elongated,0,0,-1,pelagic-oceanic,FB58426,NA,NA,700,2745,FB58426,750,2745,FB6649,Yes,NA,5°S,46°N,FB82429,NA,NA,25,SL,FB6944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,FB6764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Mesopelagic to bathypelagic species (Ref. 6944, 28429).  Specimens larger than 4.5 cm are more frequently collected between 730 and 1900 m with shallowest record being 150 m, the deepest 3900 m (mean 1390 m).  Juveniles are found in shallower water, from 0 to 1,050 m (mean 542 m), with the smallest specimens (>10.0 mm) collected nearest to the surface (Ref. 82429).  Feed on  whole fish, often of individuals longer than themselves (Ref. 9686).  Most specimens were taken at depths greater than 750 m (Ref. 6649).",
Cyclopterus lumpus,Cyclopterus,NA,Cyclopteridae,Scorpaeniformes,Actinopterygii,Chordata,native,Lumpfish,short and / or deep,0,0,-1,benthopelagic,FB51243,oceanodromous,FB51243,0,868,FB58496,50,150,FB4701,Yes,NA,32°N,80°N,FB4701,13,FB54207,61,TL,FB58426,NA,NA,NA,NA,NA,9500,5000,FB4701,seines,NA,0,-1,0,0,0,-1,0,0,-1,-1,Active,NA,194112,0,NA,Absolute,FB4701,Summer,FB4701,pelagic,FB37,5.7,FB37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,FB9737,,"Basically solitary rather than a schooling fish.  They exhibit a homing instinct (Ref. 9737).  Adults inhabit rocky bottoms but may occur among floating seaweed.  They migrate considerable distances in an annual cycle between deeper waters in winter and shallower waters in summer (Ref. 26141).  Maximum depth reported at 868 m (Ref. 58426).  Epibenthic-pelagic (Ref. 58426).  Juveniles are found among algal clumps in bays and fjords moving offshore as they mature (Ref. 96431).  During the spawning season the males become reddish in color on the underside, whereas females turn blue-green.  Adults feed on ctenophores, medusas, small crustaceans, polychaetes, jelly fish and  small fishes.  Valued for their eggs, which make an inexpensive caviar (Ref. 9988).  Eaten in Nordic countries, marketed fresh or smoked.  Male flesh is most demanded and roe is sold fresh (Ref. 35388).",
Dibranchus atlanticus,Dibranchus,NA,Ogcocephalidae,Lophiiformes,Actinopterygii,Chordata,native,Atlantic batfish,other,0,0,-1,bathydemersal,FB5951,NA,NA,45,1300,FB5951,300,823,FB5951,Yes,NA,NA,NA,NA,NA,NA,39.4,TL,FB5951,14.5,SL,NA,NA,FB4490,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,Spring,FB5951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Found on mud or sand-mud bottoms (Ref. 26999).  Benthic adults are luminous (Ref. 40826).  Feeds chiefly on polychaetes; bottom-living amphipods, bivalve molluscs, brittle stars, starfishes and sea spiders (Ref. 5951).",
Eumicrotremus spinosus,Eumicrotremus,NA,Cyclopteridae,Scorpaeniformes,Actinopterygii,Chordata,native,Atlantic spiny lumpsucker,short and / or deep,0,0,-1,demersal,FB58496,NA,NA,30,400,FB58496,60,200,FB4701,Yes,NA,42°N,83°N,FB4701,NA,NA,13.2,NG,FB58426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Inhabits stony bottoms (Ref. 4701).  Benthic species.  Feeds on crustaceans, oikopleura and fishes (Ref. 58426).",
Gaidropsarus ensis,Gaidropsarus,NA,Lotidae,Gadiformes,Actinopterygii,Chordata,native,Threadfin rockling,elongated,0,0,-1,benthopelagic,FB58426,NA,NA,0,2000,FB58426,0,2000,NA,Yes,NA,35°N,76°N,FB56843,NA,NA,40,TL,FB4926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,FB9574,NA,NA,NA,NA,NA,NA,NA,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Epibenthic; feeds on crustaceans (Ref. 58426).,
Lipogenys gillii,Lipogenys,NA,Notacanthidae,Notacanthiformes,Actinopterygii,Chordata,native,NA,elongated,0,0,-1,bathydemersal,FB50674,NA,NA,400,2000,FB50674,400,2000,NA,Yes,NA,35°N,50°N,FB11041,NA,NA,50,TL,FB11041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Feed mostly on organic material contained in bottom sediment drawn up by the sucker-like mouth [RF doubts this is a detritus feeder; the elaborate mouth without teeth looks like a specialization for extracting soft-bodied benthic invertebrates out of the ground; also, there are no gill rakers to filter detritus (Ref. 50674)]. No obvious sexual dimorphism; a female of 37.5 cm SL was still immature (Ref. 50674).",
Lycodes lavalaei,Lycodes,Lycodinae,Zoarcidae,Perciformes,Actinopterygii,Chordata,endemic,Newfoundland eelpout,elongated,0,0,-1,demersal,FB117245,NA,NA,24,535,FB117245,24,535,NA,Yes,NA,42°N,63°N,FB117245,NA,NA,56,TL,FB7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Inhabits mud and sand (Ref. 5951); benthic.  Feeds on bottom invertebrates and fishes (Ref. 58426).,
Malacosteus niger,Malacosteus,Malacosteinae,Stomiidae,Stomiiformes,Actinopterygii,Chordata,native,Stoplight loosejaw,elongated,0,0,-1,bathypelagic,FB50610,NA,NA,500,3886,FB50610,500,3886,NA,Yes,NA,35°S,66°N,FB78501,NA,NA,25.6,TL,FB5951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Meso- and bathypelagic (Ref. 58302).  It has been suggested that this species does not undergo substantial diel vertical migration and remains below 500 m (Ref. 78501).  Feeds on crustaceans and fishes (Ref. 58426).,
Melamphaes simus,Melamphaes,NA,Melamphaidae,Stephanoberyciformes,Actinopterygii,Chordata,native,Ridgehead,fusiform / normal,0,0,-1,bathypelagic,FB36655,NA,NA,0,800,FB36655,150,200,FB6747,Yes,NA,40°S,40°N,FB117121,NA,NA,2.9,SL,FB4241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,FB36655,3.2,FB36655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Adults found mainly below 150-200 m (Ref. 6747).  Larvae and juveniles primarily found in depths as shallow as 35-40 m (Ref. 36655).  Oviparous, with planktonic eggs and larvae (Ref. 36655).",
Myxine glutinosa,Myxine,Myxininae,Myxinidae,Myxiniformes,Myxini,Chordata,native,Atlantic hagfish,eel-like,0,0,-1,benthopelagic,FB117245,non-migratory,NA,20,1200,FB117245,27,460,FB119696,Yes,NA,24°N,72°N,FB31276,NA,NA,95,TL,FB119696,30,TL,40,TL,FB35388,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,19,30,NA,Absolute,FB35388,All,FB117245,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Benthic with reported depths to 782 off Greenland; 960 m in Northwestern Atlantic; and 1,100 m off Norway (Ref. 119696).  Found on muddy bottoms where they hide in the mud.  Slime is used for defense.  Feeds chiefly on dead and dying fish of varying species by boring into the body and consuming viscera and musculature.  Chiefly nocturnal.  Its eggs are few in number about 19-30 and large (20-25 mm), the horny shell has a cluster of anchor-tipped filaments at each end.",
Parasudis truculenta,Parasudis,NA,Chlorophthalmidae,Aulopiformes,Actinopterygii,Chordata,native,Longnose greeneye,elongated,0,0,-1,demersal,FB47377,NA,NA,113,479,FB47377,133,181,FB13608,Yes,NA,7°N,44°N,FB7251,NA,NA,25,TL,FB7251,22.5,SL,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Feed on fishes and sometimes sepia (Ref. 47377).,
Petromyzon marinus,Petromyzon,Petromyzontinae,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata,native,Sea lamprey,eel-like,-1,-1,-1,demersal,FB89241,anadromous,FB89241,1,4099,FB47198,1,4099,NA,Yes,NA,25°N,72°N,FB12324,11,FB12324,120,TL,FB5723,60,TL,NA,NA,FB4645,2500,NA,FB5504,NA,NA,0,-1,-1,0,0,0,0,0,0,0,Active,NA,152000,304000,NA,Absolute,FB5504,Spring,FB5504,demersal,FB6258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Some populations are permanent freshwater residents [Laurentian Great Lakes, Finger Lakes (Lake Cayuga), Lake Champlain], while others are anadromous. Occupies a wide range of streams and habitats. Larvae are found in streams with summer flows 0.03-4,400 m3/s and summer water temperatures 10-26.1 <b0>C. Relatively abundant in cool, pool-riffle streams with sand-gravel substrate, high water quality and stable flows, but is also tolerant of fluctuating flows. In Michigan, ammocoetes have been reported in lentic habitats up to 450 m from the presumed originating stream, at water depths 1-16 m, where substrates vary from sand-silt, with or without detritus, to gravel-rubble-sand. Feeding adults of permanent freshwater populations can be found in small to large lakes and large rivers and, in the case of anadromous populations, in small to large rivers and in the ocean. In the ocean, it occurs both pelagically and benthically, possibly to a depth of 4,099 m. Spawning adults can be found in creeks or lake inlets (Ref. 89241).  Amphihaline species making important migrations. Spends its adult life in the sea for about 20-36 months, moving further offshore as it grows (Ref. 59043). Adults are parasitic, using their sharp teeth to attach themselves to cetaceans and large fish and feed off their host<92>s blood, body fluids and flesh for several days, usually without killing the host (Ref. 59043). An anticoagulant substance prevents the blood of the prey from clotting. Mature adults enter rivers and streams to spawn in spring (Ref. 12324, 35387, 88186). Movements from the sea to spawning sites may cover distances from 20-850 km inland (Ref. 12324). After spawning adults normally die (Ref. 51442). Ammocoetes drift downstream and bury in detritus-rich mud, silt or sand-silt bottoms (Ref. 59043, 88712) for 5.5-8 years, often at the edges of rivers and streams where currents are slow (Ref. 58185, 59043, 88184).  Duration of larval life is usually a minimum of 5 yrs, but has been reported as short as 2 years and as long as 19 or more years (Ref. 89241).  Ammocoetes are filter feeders of diatoms and detritus (Ref. 30578, 51442, 59043). Upon metamorphosis, individuals move downstream towards the sea. Juveniles remain in the estuaries and shallow coastal areas for a feeding period lasting 23-28 months, during which they grow from ca. 4 to 900 g (Ref. 58185, 88171). Most individuals attain 60-75 cm length (Ref. 88187). Duration of adult life in anadromous populations approximately two years. Metamorphosis occurs in July-October, but has been reported as early as April, in Michigan.  Adults are parasitic on marine and freshwater fishes, and marine mammals. Multiple attachments can occur (e.g., 3 on <i>Cetorhinus maximus</i>, 2-3 on <i>Urophycis chuss</i>). Adults are preyed upon by Porbeagle Sharks in northwestern Atlantic waters. Feeding migrations in landlocked parasitic adults in the Laurentian Great Lakes can reach 628 km (Ref. 89241). They may not only feed on dead or netted fish, but also attach themselves to healthy fish. The landlocked form is very destructive to freshwater fishes and occasionally annoys bathers by clinging to them (Ref. 51442). In Michigan, the spawning period is from 27 May to 2 September, at water temperatures between 11.1-26.1 <b0>C, with peak spawning activity in late May to mid-June. In Ontario, nest building occurs from 4 to 21 June at water temperatures 18-23 <b0>C. In Qu<e9>bec and New York streams spawning also occurs in June, but in New York lakes spawning is from the end of May to the beginning of July. Nests are built in streams having 1.5-43 m width, 15-90 cm depth, and 0.01-54 m3/s flow. Up to ten spawning lampreys have been found in a nest. Fecundity, 43,997-101,932 [up to 108,000 according to Gage (1928)] eggs/female in landlocked populations and 151,836-304,832 eggs/female in anadromous populations. There are reported occurrences in Michigan of communal spawning of Sea Lamprey with Chestnut Lamprey (Pine, Platte, and Muskegon rivers), of Sea Lamprey with Northern Brook Lamprey (Devils River), of Sea Lamprey with Silver Lamprey (Carp Lake, Devils, East Au Gres, and Rifle rivers), of Sea Lamprey with American Brook Lamprey (Carp Lake, Pine and Pentwater rivers), of Sea Lamprey with American Brook Lamprey and Chestnut Lamprey (Betsie River), and of Sea Lamprey with American Brook Lamprey and Silver Lamprey (Carp Lake).  Invaded the upper Laurentian Great Lakes (Huron-Michigan-Superior) in the late 1930s, where it contributed to some extent to the collapse of the Lake Trout and various cisco (<i>Coregonus johannae</i>, <i>C. nigripinnis</i>, and <i>C. zenithicus</i>) fisheries. The fishes that did not die directly from the lamprey attacks or indirectly from secondary fungal infection had reduced market value because of the unsightly wounds. Splake, a fast-growing hybrid between Brook Trout and Lake Trout was developed specifically in response to the effect of Sea Lamprey on Lake Trout. Overfishing was also a major consideration in the demise of Lake Trout populations and Gilbertson (1992) has suggested that another contributing factor would be the extreme sensitivity of eggs and sac fry of this species to a persistent dioxin-like PCB isomer that was probably present in the Great Lakes by the 1930s and resulted in its reduced reproductive success. Sea Lamprey has been targeted by control measures in the Laurentian Great Lakes<92> Basin that include lampricide treatments (3-trifluoromethyl-4-nitrophenol, abbreviated as TFM, with or without the synergist 2<92>,5-dichloro-4<92>-nitrosalicylanilide, abbreviated as Bayer 73) aimed at ammocoetes, beginning in 1957, electromechanical barriers that intercept upstream migrants, beginning before 1957, and later low-head barriers, adjustable-crest barriers, also known as inflatable barriers, traps, and chemosterilization of males. Approximately 258,000 adult Sea Lamprey, were taken between 1953 and 1960 at electrical barriers operated in Lake Superior Basin alone. Between 1958 and 1980, 54.5 million Canadian dollars where spent for Sea Lamprey control and research. Despite some attempts at developing a fishery oriented towards ethnic communities in large cities around the Great Lakes such as Toronto, a fishery for landlocked Sea Lamprey has not become established. Additionally, high levels of mercury in adults preclude their use for human consumption. Historical fisheries for the anadromous form existed in the 1800s on the Merrimack and Connecticut rivers, Massachusetts, when it was abundant, before dams and pollution. Such fisheries have existed for centuries in Europe [England (UK), France, Portugal]. Recipes include Lamproie <e0> la bordelaise, which involves cooking in red wine. There are reports of intoxication through eating this species (Halstead, 1967) (Ref. 89241).",
Polymixia lowei,Polymixia,NA,Polymixiidae,Polymixiiformes,Actinopterygii,Chordata,native,Beardfish,elongated,0,0,-1,bathydemersal,FB5217,NA,NA,50,600,FB5217,150,600,FB5217,Yes,NA,4°N,41°N,FB7251,NA,NA,20,TL,FB7251,15,TL,NA,NA,FB5217,NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Found on soft bottoms (Ref. 5217).,
Saccopharynx ampullaceus,Saccopharynx,NA,Saccopharyngidae,Saccopharyngiformes,Actinopterygii,Chordata,native,Gulper eel,eel-like,0,0,-1,bathypelagic,FB27000,NA,NA,0,3000,FB27000,0,3000,NA,Yes,NA,10°N,73°N,FB6539,NA,NA,161,TL,FB27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Bathypelagic (Ref. 58426).  Feeds on fishes.  Oviparous, reduction of jaws and complete loss of teeth in sexually mature specimens of both sexes.  Mature males with greatly enlarged olfactory organs (Ref. 6718).  Minimum depth from Ref. 58018.",
Scomberesox saurus,Scomberesox,NA,Scomberesocidae,Beloniformes,Actinopterygii,Chordata,native,Atlantic saury,elongated,0,0,-1,pelagic-oceanic,FB51243,oceanodromous,FB51243,0,30,FB6531,0,30,NA,Yes,NA,22°S,66°N,FB6531,NA,NA,50,TL,FB7251,32,TL,NA,NA,FB3397,NA,NA,NA,seines,NA,0,-1,0,0,0,-1,0,0,-1,-1,Active,NA,NA,NA,NA,NA,NA,All,FB109439,pelagic,FB65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,both,FB9987,,"Oceanic, schooling and gregarious.  Occasionally shoals close to shore in large numbers (Ref. 9987).  Feeds on zooplankton and fish larvae (Ref. 9987); food also includes fish eggs and small fishes (Ref. 5951).  Preyed upon by fish, including tunas, marlin bluefish and cod (Ref. 9987); also pollock, dolphins and porpoises (Ref. 5951).  It is an under-exploited fish in many parts of its range and suitable for canning and other inexpensive uses (Ref. 9987).  Often leap of the water when chased by enemies (Ref. 35388).",
Simenchelys parasitica,Simenchelys,Simenchelyinae,Synaphobranchidae,Anguilliformes,Actinopterygii,Chordata,native,Snubnosed eel,eel-like,0,0,-1,bathydemersal,FB117245,NA,NA,100,3000,FB117245,500,1800,FB58302,Yes,NA,45°S,45°N,FB26895,NA,NA,61,TL,FB559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,FB6726,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,,Found on the continental slope and upper abyssal depths.  Feed on invertebrates (epibenthic copepods and amphipods) and fishes (Ref. 6726).  Reported to be parasitic on fishes.  Eggs are probably pelagic (Ref. 6726).,
Stomias boa ferox,Stomias,Stomiinae,Stomiidae,Stomiiformes,Actinopterygii,Chordata,native,NA,elongated,0,0,-1,bathypelagic,FB86779,NA,NA,20,800,FB86779,500,NA,FB86779,Yes,NA,NA,65°N,FB86779,NA,NA,30,SL,FB4783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,FB4783,,"A mesopelagic species that lives deeper than 500 m during daylight and migrates to the upper 200 m at night.  Observed by submersibles to position themselves horizontally in the water column with pelvic and pectoral fins spread wide, with barbel pointing forward.  A predatory fish presumed to lie-and-wait and capable of quick bursts of speed (Ref. 86779). Feeds on midwater fishes and crustaceans (Ref. 4783).  Oviparous.",
Synaphobranchus kaupii,Synaphobranchus,Synaphobranchinae,Synaphobranchidae,Anguilliformes,Actinopterygii,Chordata,native,Kaup's arrowtooth eel,eel-like,0,0,-1,bathydemersal,FB50610,NA,NA,120,4800,FB50610,400,2200,FB58302,Yes,NA,40°S,69°N,FB26895,NA,NA,100,TL,FB27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,-1,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,,"Found on the continental slope near the upper limit of abyssal zone (Ref. 6726).  Epibenthic (Ref. 58426).  Probably most common in 800 to 2,000 m (Ref. 5235).  Do not tolerate higher water temperatures (Ref. 5951).  Feeds mainly on Decapoda, Natantia, amphipods, but also fishes and cephalopods (Ref. 6726).  Caught by bottom longline and baited fish trap (Ref. 85806).",
